ID,cb_person_cred_hist_length,credit_score,loan_int_rate,loan_intent,loan_percent_income,person_education,person_emp_exp,person_gender,person_home_ownership,person_income,loan_status
334,4,636,10.65,VENTURE,0.21,Associate,4,male,MORTGAGE,37382,0
335,12,599,6.99,DEBTCONSOLIDATION,0.03,Associate,18,female,MORTGAGE,77689,0
336,2,585,10.75,MEDICAL,0.1,High School,0,female,RENT,60926,0
337,4,593,8.9,DEBTCONSOLIDATION,0.14,Associate,1,male,RENT,68594,0
338,3,693,16.77,DEBTCONSOLIDATION,0.06,Bachelor,5,female,RENT,130548,1
339,4,529,10.36,EDUCATION,0.08,Bachelor,0,female,RENT,60152,0
340,5,627,12.87,DEBTCONSOLIDATION,0.2,Master,3,male,RENT,59379,0
341,2,610,13.8,HOMEIMPROVEMENT,0.12,High School,3,female,RENT,66669,0
342,16,605,12.99,MEDICAL,0.1,Associate,14,female,RENT,94560,0
343,9,656,7.66,MEDICAL,0.23,High School,8,male,MORTGAGE,38070,0
344,7,624,16.77,VENTURE,0.18,Master,6,female,MORTGAGE,40555,0
345,7,599,6.92,HOMEIMPROVEMENT,0.05,Bachelor,7,male,MORTGAGE,133097,0
346,4,605,14.83,DEBTCONSOLIDATION,0.15,Associate,0,female,MORTGAGE,161346,1
347,2,583,10.91,DEBTCONSOLIDATION,0.22,High School,1,male,RENT,18292,1
348,4,657,15.65,HOMEIMPROVEMENT,0.13,Bachelor,3,male,RENT,78780,0
349,4,617,11.23,VENTURE,0.05,Bachelor,2,female,RENT,37088,0
350,11,725,13.81,VENTURE,0.16,Associate,12,male,MORTGAGE,84950,0
351,9,574,10.65,MEDICAL,0.1,Master,4,male,RENT,58412,0
352,20,712,10.38,MEDICAL,0.15,Associate,37,male,RENT,20300,1
353,4,647,9.7,EDUCATION,0.08,Master,4,female,OTHER,130984,0
354,14,656,10.84,DEBTCONSOLIDATION,0.06,Associate,17,female,MORTGAGE,242401,0
355,2,615,15.01,MEDICAL,0.03,Bachelor,0,female,MORTGAGE,206035,1
356,8,576,16.07,MEDICAL,0.22,Bachelor,9,male,RENT,72988,1
357,2,651,13.49,MEDICAL,0.29,Master,0,male,MORTGAGE,33310,0
358,4,597,11.01,EDUCATION,0.23,Master,2,female,RENT,45296,0
359,4,478,11.36,EDUCATION,0.02,Associate,1,female,MORTGAGE,54640,0
360,2,603,6.99,DEBTCONSOLIDATION,0.21,Associate,2,female,MORTGAGE,57098,0
361,4,653,11.49,PERSONAL,0.04,High School,4,female,MORTGAGE,72828,0
362,15,646,15.7,MEDICAL,0.27,Associate,18,male,RENT,37502,1
363,3,618,7.9,PERSONAL,0.15,High School,0,male,MORTGAGE,78531,0
364,11,648,6.91,MEDICAL,0.32,High School,14,female,MORTGAGE,56032,0
365,5,680,9.91,VENTURE,0.06,High School,11,female,RENT,37268,0
366,4,669,12.87,EDUCATION,0.1,High School,2,female,MORTGAGE,156961,0
367,3,637,16.45,MEDICAL,0.19,Associate,6,female,OWN,86423,1
368,10,610,5.79,VENTURE,0.05,Associate,12,male,MORTGAGE,80887,0
369,2,680,13.11,PERSONAL,0.16,Bachelor,1,female,RENT,88386,0
370,2,621,12.42,EDUCATION,0.07,High School,2,female,MORTGAGE,65963,0
371,5,694,12.21,PERSONAL,0.25,Master,4,male,RENT,79904,1
372,7,700,16.29,VENTURE,0.1,Bachelor,3,male,RENT,76226,0
373,9,623,8.05,HOMEIMPROVEMENT,0.05,High School,9,male,RENT,73132,0
374,4,594,9.32,VENTURE,0.23,High School,1,female,RENT,43243,0
375,9,637,6.76,HOMEIMPROVEMENT,0.03,Associate,8,female,MORTGAGE,39556,1
376,7,637,5.42,MEDICAL,0.08,High School,6,male,MORTGAGE,120723,0
377,4,590,15.32,PERSONAL,0.22,Master,3,female,RENT,80194,1
378,7,605,11.14,DEBTCONSOLIDATION,0.18,High School,3,female,MORTGAGE,71757,0
379,2,642,12.73,DEBTCONSOLIDATION,0.03,High School,0,male,MORTGAGE,153308,1
380,10,658,13.99,HOMEIMPROVEMENT,0.06,Master,9,male,MORTGAGE,47908,1
381,3,598,13.48,EDUCATION,0.06,Bachelor,3,female,RENT,46907,0
382,3,579,5.99,MEDICAL,0.05,High School,5,male,MORTGAGE,157233,0
383,9,671,11.01,VENTURE,0.08,Bachelor,6,female,MORTGAGE,128197,0
384,5,681,12.41,MEDICAL,0.12,Associate,1,male,RENT,80593,1
385,4,551,13.17,HOMEIMPROVEMENT,0.13,Bachelor,0,female,RENT,59488,1
386,2,694,11.12,VENTURE,0.06,Bachelor,0,male,RENT,87401,0
387,3,658,8.16,PERSONAL,0.08,High School,3,female,MORTGAGE,65750,0
388,3,571,10.25,VENTURE,0.43,High School,1,female,RENT,42149,1
389,5,709,13.15,EDUCATION,0.27,Bachelor,12,male,RENT,84746,1
390,3,648,12.32,MEDICAL,0.09,Bachelor,4,female,MORTGAGE,46660,0
391,15,656,10.99,EDUCATION,0.21,Associate,10,male,MORTGAGE,96777,0
392,5,681,11.99,MEDICAL,0.25,Master,9,female,RENT,48715,0
393,3,589,7.29,EDUCATION,0.12,Associate,0,male,RENT,104433,0
394,2,700,7.49,DEBTCONSOLIDATION,0.19,Master,6,male,RENT,72878,0
395,13,665,15.23,PERSONAL,0.07,Associate,18,male,RENT,21008,1
396,5,620,12.74,EDUCATION,0.17,Bachelor,5,female,RENT,69373,0
397,4,663,7.4,EDUCATION,0.12,Associate,0,male,RENT,56443,0
398,3,565,13.61,DEBTCONSOLIDATION,0.08,Master,1,female,RENT,47052,0
399,5,705,11.99,PERSONAL,0.03,Associate,9,female,MORTGAGE,151191,1
400,12,590,11.4,MEDICAL,0.03,Bachelor,16,male,RENT,103086,0
401,4,620,12.42,EDUCATION,0.24,High School,0,male,OWN,50951,0
402,11,702,10.38,EDUCATION,0.07,Bachelor,25,female,RENT,106684,0
403,4,690,11.48,EDUCATION,0.34,High School,2,male,RENT,29746,1
404,2,675,9.25,PERSONAL,0.11,Bachelor,6,female,OWN,229271,0
405,17,714,15.99,MEDICAL,0.14,Bachelor,17,male,RENT,73335,1
406,3,538,7.49,EDUCATION,0.15,High School,0,male,MORTGAGE,68208,0
407,8,645,8.9,PERSONAL,0.23,Bachelor,7,male,MORTGAGE,72982,0
408,3,632,11.01,MEDICAL,0.17,Associate,0,female,MORTGAGE,80437,1
409,9,612,10.85,PERSONAL,0.23,Associate,10,female,RENT,51349,0
410,8,625,10.85,MEDICAL,0.15,High School,8,male,RENT,67203,0
411,3,521,11.58,VENTURE,0.14,Bachelor,5,male,RENT,84921,0
412,4,647,9.09,HOMEIMPROVEMENT,0.05,Bachelor,3,female,RENT,94970,1
413,6,597,12.63,EDUCATION,0.33,Associate,3,female,MORTGAGE,76373,0
414,3,650,12.41,MEDICAL,0.3,High School,7,male,RENT,54970,1
415,3,603,13.79,PERSONAL,0.17,Associate,0,male,RENT,58470,0
416,5,640,9.88,MEDICAL,0.11,Associate,12,male,RENT,35555,0
417,4,706,8.94,DEBTCONSOLIDATION,0.14,Master,4,male,MORTGAGE,65740,0
418,9,658,13.49,PERSONAL,0.04,High School,5,female,MORTGAGE,117304,0
419,4,664,17.58,EDUCATION,0.19,Master,0,female,RENT,60808,0
420,12,673,9.21,MEDICAL,0.03,Bachelor,12,female,MORTGAGE,84541,0
421,4,595,7.49,EDUCATION,0.11,Associate,5,male,RENT,90964,0
422,2,636,6.62,MEDICAL,0.03,Associate,1,male,MORTGAGE,107466,0
423,8,741,14.35,DEBTCONSOLIDATION,0.07,Bachelor,11,female,RENT,29664,0
424,10,680,6.62,DEBTCONSOLIDATION,0.23,Bachelor,8,female,MORTGAGE,29859,0
425,7,660,11.99,PERSONAL,0.23,Associate,11,male,MORTGAGE,38010,1
426,4,624,14.61,PERSONAL,0.07,Associate,1,female,RENT,60955,0
427,10,696,10.97,EDUCATION,0.17,Master,7,male,MORTGAGE,81508,0
428,10,692,13.23,HOMEIMPROVEMENT,0.18,Associate,12,female,RENT,67160,0
429,4,648,7.83,EDUCATION,0.3,High School,3,male,RENT,80550,1
430,6,689,13.85,HOMEIMPROVEMENT,0.14,High School,14,female,RENT,23655,1
431,2,604,13.85,HOMEIMPROVEMENT,0.16,High School,4,male,RENT,97955,0
432,2,684,9.38,HOMEIMPROVEMENT,0.18,Master,0,male,RENT,59911,1
433,6,687,9.46,DEBTCONSOLIDATION,0.17,Bachelor,8,female,RENT,23827,1
434,2,698,6.99,DEBTCONSOLIDATION,0.1,Associate,6,male,MORTGAGE,185580,0
435,20,637,11.58,PERSONAL,0.1,High School,34,female,MORTGAGE,115308,0
436,8,666,13.35,MEDICAL,0.09,Master,17,male,RENT,43094,0
437,10,656,12.73,MEDICAL,0.11,Doctorate,10,male,OWN,211117,0
438,3,500,12.51,PERSONAL,0.02,Bachelor,4,female,RENT,102894,0
439,10,597,13.85,MEDICAL,0.14,Associate,9,female,RENT,108822,0
440,2,710,13.61,DEBTCONSOLIDATION,0.05,Master,5,male,MORTGAGE,123307,0
441,3,665,7.63,PERSONAL,0.22,Bachelor,0,male,MORTGAGE,42652,0
442,3,645,13.48,MEDICAL,0.21,Master,1,female,RENT,46774,0
443,2,604,11.86,DEBTCONSOLIDATION,0.1,High School,3,male,RENT,61994,0
444,5,596,7.61,VENTURE,0.19,High School,6,male,RENT,64635,0
445,11,705,5.79,HOMEIMPROVEMENT,0.1,Associate,17,female,RENT,72615,0
446,6,630,7.88,PERSONAL,0.09,Associate,5,female,MORTGAGE,151978,0
447,2,564,9.62,VENTURE,0.29,Associate,2,female,MORTGAGE,85188,0
448,3,628,16.29,HOMEIMPROVEMENT,0.06,Bachelor,3,female,RENT,45608,1
449,2,672,13.06,DEBTCONSOLIDATION,0.22,High School,4,male,MORTGAGE,108721,0
450,4,670,8.1,MEDICAL,0.09,Master,5,male,MORTGAGE,79152,0
451,4,683,9.62,EDUCATION,0.15,Master,0,male,RENT,29600,0
452,10,585,6.76,VENTURE,0.06,Bachelor,5,male,RENT,31506,0
453,3,625,10.99,EDUCATION,0.09,Bachelor,1,male,RENT,59689,0
454,4,672,12.99,VENTURE,0.1,Bachelor,1,female,MORTGAGE,103449,0
455,12,560,9.32,VENTURE,0.13,Associate,17,female,RENT,39328,0
456,5,600,8.42,PERSONAL,0.1,Bachelor,2,male,RENT,115794,0
457,4,469,7.25,EDUCATION,0.16,Bachelor,1,male,RENT,55250,0
458,3,599,10.81,DEBTCONSOLIDATION,0.19,High School,0,male,RENT,21175,1
459,8,670,12.99,PERSONAL,0.08,Associate,8,male,MORTGAGE,104378,0
460,2,598,11.26,EDUCATION,0.18,Associate,0,male,MORTGAGE,108886,0
461,2,558,14.84,PERSONAL,0.03,High School,0,female,MORTGAGE,101624,1
462,6,621,13,VENTURE,0.06,Master,2,female,MORTGAGE,77471,0
463,3,576,13.85,EDUCATION,0.17,Associate,1,male,RENT,59388,0
464,3,573,11.37,MEDICAL,0.1,High School,0,female,RENT,61036,0
465,6,569,11.01,VENTURE,0.11,High School,6,male,MORTGAGE,330870,0
466,3,610,15.58,VENTURE,0.25,Associate,0,female,MORTGAGE,59839,1
467,4,675,7.74,DEBTCONSOLIDATION,0.06,Bachelor,6,male,MORTGAGE,25089,0
468,10,691,9.82,MEDICAL,0.11,Master,7,male,MORTGAGE,91109,0
469,3,596,11.4,MEDICAL,0.12,Associate,0,female,RENT,43070,0
470,4,638,11.01,PERSONAL,0.05,High School,0,female,RENT,91268,0
471,3,572,7.29,VENTURE,0.14,High School,0,female,RENT,63063,0
472,3,704,6.54,EDUCATION,0.16,Master,0,male,RENT,90928,0
473,4,640,6.17,MEDICAL,0.1,Associate,0,female,MORTGAGE,53743,0
474,3,583,11.01,EDUCATION,0.15,Master,0,male,MORTGAGE,87248,0
475,10,680,12.68,DEBTCONSOLIDATION,0.36,Master,7,female,RENT,97064,1
476,17,651,10.62,DEBTCONSOLIDATION,0.12,Associate,16,female,MORTGAGE,50160,0
477,3,682,14.96,EDUCATION,0.16,Master,2,male,MORTGAGE,75876,0
478,7,626,9.32,MEDICAL,0.14,High School,6,male,MORTGAGE,54971,0
479,4,602,10.48,EDUCATION,0.05,High School,3,female,MORTGAGE,85215,0
480,7,675,6.39,DEBTCONSOLIDATION,0.03,Bachelor,6,male,MORTGAGE,81307,0
481,7,704,14.79,VENTURE,0.05,Associate,13,male,MORTGAGE,84953,0
482,10,667,9.63,MEDICAL,0.12,Master,7,female,RENT,90827,0
483,3,520,7.68,DEBTCONSOLIDATION,0.11,High School,1,female,RENT,66876,0
484,5,540,12.11,VENTURE,0.13,High School,7,male,MORTGAGE,163061,0
485,8,636,11.2,PERSONAL,0.04,Associate,2,male,RENT,91044,0
486,8,654,14.65,PERSONAL,0.06,Bachelor,9,male,MORTGAGE,41684,0
487,3,685,6.92,VENTURE,0.06,Associate,0,female,RENT,229048,0
488,10,601,11.01,EDUCATION,0.01,Associate,3,male,RENT,107464,0
489,3,692,13.85,MEDICAL,0.18,Bachelor,0,male,RENT,37053,0
490,3,548,11.99,DEBTCONSOLIDATION,0.13,High School,2,male,RENT,62736,0
491,6,676,7.49,PERSONAL,0.24,Associate,5,male,RENT,61401,0
492,4,597,7.49,DEBTCONSOLIDATION,0.07,Bachelor,0,male,MORTGAGE,87378,0
493,8,680,14.91,MEDICAL,0.07,High School,4,female,RENT,15158,1
494,7,641,10.59,MEDICAL,0.23,Bachelor,7,male,MORTGAGE,90817,0
495,15,540,12.99,VENTURE,0.06,High School,21,female,RENT,102828,0
496,13,629,12.53,MEDICAL,0.03,Associate,14,female,MORTGAGE,840912,0
497,3,571,11.01,DEBTCONSOLIDATION,0.06,Bachelor,1,female,MORTGAGE,96641,0
498,7,566,11.01,VENTURE,0.14,Master,14,female,RENT,105236,0
499,3,629,17.49,EDUCATION,0.07,Bachelor,2,male,OWN,64360,0
500,5,623,14.96,PERSONAL,0.1,Master,11,male,RENT,61049,0
501,9,601,8.21,PERSONAL,0.11,Associate,6,male,RENT,109014,0
502,2,605,12.18,MEDICAL,0.22,Associate,5,male,RENT,37009,0
503,4,650,11.11,DEBTCONSOLIDATION,0.24,Master,0,male,RENT,62142,0
504,4,623,7.51,DEBTCONSOLIDATION,0.32,High School,0,female,MORTGAGE,42732,0
505,8,565,10.62,DEBTCONSOLIDATION,0.2,Bachelor,12,male,RENT,64601,0
506,17,558,11.14,DEBTCONSOLIDATION,0.07,Master,14,female,RENT,87052,0
507,2,518,12.69,HOMEIMPROVEMENT,0.2,Master,4,male,MORTGAGE,56370,0
508,8,689,8.49,EDUCATION,0.15,Doctorate,3,male,RENT,48569,0
509,2,637,5.79,MEDICAL,0.1,Bachelor,2,female,MORTGAGE,121172,0
510,12,661,13.49,DEBTCONSOLIDATION,0.04,Associate,27,female,RENT,78803,0
511,9,585,6.99,VENTURE,0.14,Associate,9,male,MORTGAGE,43917,0
512,12,716,14.06,VENTURE,0.13,Bachelor,12,female,RENT,63329,0
513,3,567,13.49,DEBTCONSOLIDATION,0.05,High School,8,male,MORTGAGE,103117,0
514,4,638,6.08,EDUCATION,0.04,Associate,0,male,MORTGAGE,84629,0
515,2,634,9.63,EDUCATION,0.18,Associate,0,male,RENT,42117,0
516,6,671,15.96,VENTURE,0.17,High School,8,male,RENT,58284,0
517,4,661,8.07,MEDICAL,0.12,Master,4,male,RENT,65723,0
518,3,672,11.01,DEBTCONSOLIDATION,0.2,Bachelor,1,male,RENT,61370,0
519,6,641,7.9,EDUCATION,0.06,Master,3,female,RENT,65641,0
520,9,565,12.65,EDUCATION,0.17,Associate,7,male,MORTGAGE,103343,0
521,16,649,11.01,MEDICAL,0.07,High School,14,female,MORTGAGE,133700,0
522,8,615,7.88,EDUCATION,0.02,Bachelor,3,male,MORTGAGE,288993,0
523,4,586,10,EDUCATION,0.16,High School,3,male,OWN,47091,0
524,4,682,17.99,DEBTCONSOLIDATION,0.17,Master,0,male,RENT,58737,1
525,9,661,11.28,VENTURE,0.29,Bachelor,8,male,RENT,51197,1
526,2,546,13.41,EDUCATION,0.2,Bachelor,1,male,RENT,51044,0
527,5,609,10.59,PERSONAL,0.07,High School,2,male,MORTGAGE,117390,1
528,16,622,7.51,DEBTCONSOLIDATION,0.12,High School,19,female,MORTGAGE,55072,0
529,7,603,10.6,HOMEIMPROVEMENT,0.14,High School,8,male,MORTGAGE,105616,0
530,7,632,9.99,DEBTCONSOLIDATION,0.07,High School,6,female,RENT,73003,0
531,4,600,6.43,MEDICAL,0.27,Associate,2,female,RENT,36839,1
532,3,507,9.28,DEBTCONSOLIDATION,0.16,Bachelor,0,female,RENT,31020,1
533,3,655,16.63,EDUCATION,0.19,Bachelor,0,female,MORTGAGE,84775,0
534,15,612,8.94,VENTURE,0.1,Associate,22,female,MORTGAGE,105157,0
535,3,591,13.16,PERSONAL,0.01,Master,3,male,MORTGAGE,241051,0
536,5,743,16.4,DEBTCONSOLIDATION,0.16,Doctorate,12,male,RENT,94604,1
537,4,626,11.28,MEDICAL,0.12,High School,1,male,OWN,121138,0
538,3,614,8.88,HOMEIMPROVEMENT,0.14,High School,0,male,RENT,36844,1
539,7,614,11.14,PERSONAL,0.06,High School,5,male,MORTGAGE,241269,0
540,3,605,11.49,EDUCATION,0.02,High School,0,male,MORTGAGE,120673,0
541,4,640,11.01,MEDICAL,0.17,High School,0,male,OWN,61457,0
542,9,704,10.99,PERSONAL,0.18,Bachelor,7,female,RENT,66230,0
543,13,713,11.48,HOMEIMPROVEMENT,0.17,Bachelor,15,male,RENT,103074,0
544,5,716,15.97,MEDICAL,0.03,Associate,4,male,RENT,60980,1
545,5,656,7.14,PERSONAL,0.12,Associate,7,female,MORTGAGE,112232,0
546,4,695,7.88,MEDICAL,0.13,Bachelor,3,female,MORTGAGE,112054,0
547,4,655,9.99,MEDICAL,0.2,High School,4,female,RENT,31744,0
548,3,500,8.9,EDUCATION,0.17,Bachelor,0,female,OWN,101839,0
549,4,601,11.11,VENTURE,0.13,Associate,4,female,OWN,42804,0
550,3,581,11.14,PERSONAL,0.07,High School,4,male,RENT,203782,0
551,5,705,11.01,HOMEIMPROVEMENT,0.07,High School,7,female,RENT,75448,0
552,6,581,13.99,HOMEIMPROVEMENT,0.27,Bachelor,4,female,RENT,60890,1
553,3,632,7.66,DEBTCONSOLIDATION,0.28,Bachelor,1,female,RENT,39586,1
554,4,648,11.71,VENTURE,0.26,High School,3,male,MORTGAGE,91207,0
555,2,608,13.57,HOMEIMPROVEMENT,0.17,High School,0,male,MORTGAGE,67574,0
556,3,703,5.9,DEBTCONSOLIDATION,0.11,Doctorate,5,male,RENT,43037,0
557,3,647,18.39,DEBTCONSOLIDATION,0.04,High School,7,female,MORTGAGE,178840,1
558,2,653,7.14,PERSONAL,0.1,Associate,0,female,MORTGAGE,137713,0
559,6,651,13.21,EDUCATION,0.12,High School,7,female,MORTGAGE,110046,0
560,4,517,11.01,EDUCATION,0.15,Associate,1,female,RENT,40531,1
561,3,674,10.36,EDUCATION,0.14,High School,4,male,RENT,181016,0
562,5,583,11.36,VENTURE,0.02,Associate,9,female,RENT,130586,0
563,3,659,11.83,DEBTCONSOLIDATION,0.04,High School,0,female,RENT,94536,1
564,6,598,9.99,MEDICAL,0.03,High School,10,female,RENT,58058,0
565,4,651,12.99,HOMEIMPROVEMENT,0.03,Associate,0,male,RENT,94488,0
566,7,616,10.25,MEDICAL,0.07,Master,10,female,MORTGAGE,82566,0
567,9,630,11.01,VENTURE,0.15,Associate,7,female,MORTGAGE,77821,1
568,4,648,15.62,HOMEIMPROVEMENT,0.08,High School,2,female,RENT,60849,1
569,2,643,10.75,EDUCATION,0.22,Master,0,female,RENT,46183,0
570,10,624,11.01,EDUCATION,0.05,Bachelor,8,male,RENT,85250,0
571,4,687,11.01,DEBTCONSOLIDATION,0.09,High School,7,male,RENT,56315,1
572,3,650,6.17,HOMEIMPROVEMENT,0.39,Master,3,female,MORTGAGE,62883,0
573,2,644,11.01,VENTURE,0.22,Bachelor,2,male,RENT,74104,0
574,9,606,12.07,VENTURE,0.25,High School,3,male,OWN,41908,0
575,4,630,13.85,MEDICAL,0.02,Associate,2,male,RENT,75662,0
576,4,667,8.49,EDUCATION,0.09,Associate,2,female,MORTGAGE,58654,0
577,3,561,7.9,MEDICAL,0.06,Bachelor,3,male,RENT,37806,0
578,2,655,15.3,DEBTCONSOLIDATION,0.02,Master,1,female,MORTGAGE,163350,1
579,4,617,11.71,PERSONAL,0.09,High School,1,male,RENT,145027,0
580,4,678,13.99,PERSONAL,0.01,Master,6,male,RENT,105469,0
581,4,601,12.43,EDUCATION,0.22,High School,0,male,RENT,32304,0
582,7,612,16.77,VENTURE,0.06,Bachelor,5,female,RENT,48077,1
583,3,631,15.33,MEDICAL,0.12,Master,0,male,MORTGAGE,126524,1
584,9,626,11.43,PERSONAL,0.12,Bachelor,13,female,MORTGAGE,61083,0
585,2,671,7.51,DEBTCONSOLIDATION,0.04,Bachelor,0,male,MORTGAGE,116533,0
586,2,563,15.33,DEBTCONSOLIDATION,0.15,Bachelor,1,female,MORTGAGE,67050,1
587,3,655,10.62,VENTURE,0.11,High School,0,female,RENT,133905,0
588,4,678,13.61,EDUCATION,0.16,Master,2,female,MORTGAGE,58547,0
589,6,687,9.91,MEDICAL,0.08,Associate,12,male,MORTGAGE,134038,0
590,4,621,6.03,PERSONAL,0.06,Master,0,male,RENT,78108,0
591,5,618,13.24,DEBTCONSOLIDATION,0.22,Master,0,female,RENT,51195,0
592,2,603,9.99,MEDICAL,0.22,Associate,0,female,RENT,58368,0
593,8,697,6.99,MEDICAL,0.1,Bachelor,6,female,RENT,72948,0
594,2,530,9.76,HOMEIMPROVEMENT,0.12,High School,0,male,MORTGAGE,100732,1
595,5,648,8.85,PERSONAL,0.07,High School,5,female,MORTGAGE,56096,0
596,3,481,13.22,MEDICAL,0.31,High School,4,male,MORTGAGE,44253,1
597,5,627,12.69,PERSONAL,0.14,Bachelor,8,male,MORTGAGE,73022,0
598,6,723,13.26,PERSONAL,0.2,Associate,4,female,RENT,59518,0
599,4,637,16.35,DEBTCONSOLIDATION,0.08,Bachelor,0,female,RENT,65931,1
600,6,613,12.5,DEBTCONSOLIDATION,0.02,Associate,3,female,MORTGAGE,102979,0
601,6,691,6.76,MEDICAL,0.14,Master,10,male,RENT,14615,1
602,2,621,13.16,EDUCATION,0.14,High School,5,female,RENT,83400,1
603,3,630,13.48,VENTURE,0.17,Associate,0,male,RENT,42404,0
604,4,598,7.52,VENTURE,0.08,Bachelor,0,female,MORTGAGE,73032,0
605,8,667,10.65,HOMEIMPROVEMENT,0.1,High School,2,male,RENT,69451,0
606,4,661,14.84,VENTURE,0.13,Associate,3,female,RENT,39391,1
607,7,616,11.83,DEBTCONSOLIDATION,0.08,Master,9,female,MORTGAGE,241173,0
608,6,660,11.39,DEBTCONSOLIDATION,0.05,Master,5,male,MORTGAGE,132969,0
609,7,564,11.01,MEDICAL,0.08,Associate,5,male,OWN,29657,0
610,3,528,13.98,HOMEIMPROVEMENT,0.09,Associate,6,male,MORTGAGE,65823,1
611,4,514,7.98,EDUCATION,0.06,High School,1,male,RENT,63214,0
612,4,628,10.25,EDUCATION,0.26,Bachelor,0,female,OWN,58252,0
613,4,611,10.08,DEBTCONSOLIDATION,0.21,Master,1,male,OTHER,36267,1
614,4,629,11.83,EDUCATION,0.32,Associate,0,male,MORTGAGE,77743,0
615,8,677,14.91,VENTURE,0.11,High School,11,male,RENT,114097,0
616,8,601,7.29,MEDICAL,0.04,Associate,9,male,RENT,53656,0
617,5,593,9.13,PERSONAL,0.07,Associate,3,female,MORTGAGE,56347,0
618,10,628,14.33,PERSONAL,0.23,High School,11,female,MORTGAGE,108875,0
619,29,669,11.01,PERSONAL,0.16,High School,26,male,MORTGAGE,63561,0
620,17,679,11.83,VENTURE,0.14,Associate,20,female,OWN,181465,0
621,3,668,10.96,EDUCATION,0.13,Associate,4,female,MORTGAGE,62190,0
622,10,607,11.49,PERSONAL,0.12,Bachelor,7,male,OWN,145104,0
623,10,676,5.42,PERSONAL,0.03,Bachelor,4,male,MORTGAGE,320081,0
624,3,624,13.23,VENTURE,0.08,Bachelor,0,female,RENT,84651,0
625,5,612,13.33,MEDICAL,0.14,Bachelor,6,male,RENT,34363,1
626,17,674,12.69,VENTURE,0.12,Associate,16,male,OWN,25182,0
627,4,591,14.35,PERSONAL,0.16,High School,0,female,MORTGAGE,79009,0
628,4,603,13.85,PERSONAL,0.17,Bachelor,0,male,RENT,59429,0
629,4,707,9.45,VENTURE,0.07,Bachelor,0,male,MORTGAGE,75789,0
630,2,636,7.9,PERSONAL,0.09,Associate,1,female,RENT,133199,0
631,7,694,16.96,DEBTCONSOLIDATION,0.03,Bachelor,9,female,MORTGAGE,173713,0
632,11,694,5.99,MEDICAL,0.06,Associate,18,male,OWN,216865,0
633,2,598,15.5,DEBTCONSOLIDATION,0.27,High School,1,female,RENT,90008,1
634,4,619,11.99,MEDICAL,0.34,Associate,0,male,RENT,37047,1
635,3,651,7.49,MEDICAL,0.04,Associate,0,male,MORTGAGE,31340,0
636,5,685,11.67,MEDICAL,0.09,Bachelor,7,female,RENT,57659,0
637,6,676,11.83,HOMEIMPROVEMENT,0.12,Master,2,female,MORTGAGE,88669,1
638,6,554,11.89,VENTURE,0.32,Associate,3,female,RENT,25049,1
639,10,711,14.59,HOMEIMPROVEMENT,0.03,Bachelor,2,male,MORTGAGE,95844,0
640,10,615,11.11,MEDICAL,0.06,Bachelor,9,male,RENT,83596,0
641,4,465,9.91,DEBTCONSOLIDATION,0.19,High School,3,male,RENT,41592,0
642,10,644,10.28,VENTURE,0.1,Bachelor,4,female,RENT,36845,0
643,3,673,13.92,EDUCATION,0.18,High School,0,male,RENT,97934,0
644,2,542,7.74,PERSONAL,0.12,Bachelor,2,male,RENT,47139,0
645,4,564,11.01,PERSONAL,0.19,High School,0,female,RENT,51299,0
646,4,613,11.01,MEDICAL,0.03,Associate,1,male,MORTGAGE,84246,0
647,3,655,6.17,EDUCATION,0.08,Bachelor,1,female,MORTGAGE,87571,0
648,4,519,11.49,MEDICAL,0.06,High School,3,female,RENT,121303,0
649,3,548,7.09,EDUCATION,0.12,High School,3,male,RENT,68345,0
650,8,664,13.23,PERSONAL,0.23,Master,10,female,RENT,60282,0
651,2,502,13.11,DEBTCONSOLIDATION,0.17,High School,0,female,MORTGAGE,72881,0
652,4,612,13.43,EDUCATION,0.36,High School,0,male,MORTGAGE,37786,1
653,3,693,17.58,EDUCATION,0.12,Bachelor,4,male,MORTGAGE,120940,0
654,5,659,9.62,EDUCATION,0.07,High School,4,male,MORTGAGE,156750,0
655,4,608,14.22,PERSONAL,0.1,High School,0,female,RENT,68101,0
656,8,707,11.01,EDUCATION,0.07,Associate,6,male,MORTGAGE,175326,0
657,9,671,8.9,DEBTCONSOLIDATION,0.14,High School,9,male,RENT,44019,0
658,3,547,8.94,VENTURE,0.1,Associate,0,male,MORTGAGE,144840,0
659,5,637,11.61,EDUCATION,0.15,Associate,4,male,RENT,90875,0
660,8,597,17.14,HOMEIMPROVEMENT,0.16,Bachelor,5,male,OWN,96184,0
661,8,661,11.98,MEDICAL,0.07,High School,8,male,RENT,55412,0
662,5,698,11.01,VENTURE,0.32,Master,5,female,RENT,63433,1
663,3,637,9.68,DEBTCONSOLIDATION,0.05,Bachelor,0,male,MORTGAGE,65605,0
664,2,626,7.68,EDUCATION,0.03,High School,0,male,MORTGAGE,39668,0
665,9,715,9.91,PERSONAL,0.39,Master,7,male,MORTGAGE,48729,0
666,8,546,7.9,PERSONAL,0.03,Bachelor,7,male,MORTGAGE,90745,1
667,3,651,15.31,VENTURE,0.12,Bachelor,3,male,RENT,48330,1
668,6,635,8.94,DEBTCONSOLIDATION,0.24,Bachelor,4,female,RENT,55089,0
